,event_date,event_name,distance,number_of_finishers,athlete_id,athlete_gender,athlete_age,athlete_performance,athlete_average_speed
274,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,863070,M,29,0 days 15:17:44,6.538
275,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,204721,M,44,0 days 15:26:39,6.475
276,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,650361,M,38,0 days 15:39:55,6.384
277,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,61403,M,36,0 days 15:43:14,6.361
278,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,50887,M,35,0 days 16:29:09,6.066
279,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,312994,M,47,0 days 16:29:11,6.066
280,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,27734,M,57,0 days 16:41:40,5.99
281,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,858375,M,53,0 days 16:43:52,5.977
282,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,366619,M,41,0 days 17:39:08,5.665
283,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,40721,M,51,0 days 17:41:07,5.654
284,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,32069,M,55,0 days 20:10:52,4.955
285,27.03.2021,Rock/Creek Stillhouse 100 km Race (USA),100km,23,32070,F,51,0 days 20:10:53,4.955
286,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,648295,F,48,0 days 10:23:58,9.616
287,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,680984,M,62,0 days 11:18:03,8.849
288,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,304645,M,51,0 days 11:25:49,8.749
289,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,738133,M,39,0 days 11:40:26,8.566
290,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,863077,M,47,0 days 12:00:40,8.326
291,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,65110,F,43,0 days 12:27:07,8.031
292,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,225898,M,39,0 days 12:37:36,7.92
293,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,863078,M,30,0 days 12:38:32,7.91
294,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,39400,M,44,0 days 12:55:14,7.74
295,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,855340,M,46,0 days 12:57:23,7.718
296,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,648296,M,40,0 days 13:35:17,7.359
297,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,110375,M,32,0 days 14:46:30,6.768
298,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,476967,M,67,0 days 15:36:10,6.409
299,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,23342,F,41,0 days 15:46:46,6.337
300,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,11953,M,50,0 days 15:49:52,6.317
301,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,863079,M,40,0 days 16:16:35,6.144
302,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,83380,M,41,0 days 16:27:48,6.074
303,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,19693,F,30,0 days 17:02:32,5.868
304,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,374621,M,60,0 days 17:50:07,5.607
305,27.03.2021,Prairie Spirit 100 Km Trail Ultra Race (USA),100km,20,35573,F,51,1 days 00:46:57,4.035
306,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,347928,M,48,0 days 08:39:44,11.544
307,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,11992,F,38,0 days 09:45:03,10.256
308,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,73,M,43,0 days 10:48:40,9.25
309,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,11995,F,43,0 days 10:48:45,9.249
310,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,84391,F,27,0 days 11:55:49,8.382
311,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,863306,M,23,0 days 12:56:19,7.729
312,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,795355,M,45,0 days 13:02:50,7.664
313,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,863307,F,29,0 days 13:09:33,7.599
314,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,863308,F,39,0 days 13:19:31,7.505
315,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,704747,F,40,0 days 13:28:56,7.417
316,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,655826,M,50,0 days 14:17:45,6.995
317,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,819643,M,34,0 days 14:26:54,6.921
318,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,83006,M,42,0 days 14:27:40,6.915
319,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,69096,M,45,0 days 14:30:37,6.892
320,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,69057,M,52,0 days 14:30:38,6.892
321,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,863309,F,33,0 days 15:01:53,6.653
322,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,863310,F,28,0 days 15:37:03,6.403
323,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,572079,M,32,0 days 15:42:35,6.365
324,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,845203,F,33,0 days 16:11:06,6.179
325,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,347078,F,44,0 days 16:11:23,6.177
326,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,61380,F,37,0 days 16:11:26,6.176
327,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,249352,M,38,0 days 16:25:39,6.087
328,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,845204,F,46,0 days 16:29:39,6.063
329,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,469757,M,47,0 days 16:29:55,6.061
330,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,863311,M,45,0 days 16:53:59,5.917
331,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,109152,M,58,0 days 17:11:36,5.816
332,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,84479,M,50,0 days 17:14:47,5.798
333,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,377834,M,44,0 days 17:15:12,5.796
334,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,863312,M,43,0 days 17:23:01,5.753
335,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,448729,M,39,0 days 17:45:46,5.63
336,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,110523,M,39,0 days 18:52:38,5.297
337,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,633662,F,47,0 days 18:58:32,5.27
338,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,65173,M,58,0 days 19:29:20,5.131
339,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,863313,F,45,0 days 19:29:35,5.13
340,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,321072,M,52,0 days 19:36:23,5.1
341,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,545534,M,48,0 days 19:41:24,5.079
342,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,784859,M,60,0 days 20:12:52,4.947
343,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,863314,M,59,0 days 20:19:54,4.918
344,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,863315,M,48,0 days 20:23:22,4.904
345,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,845217,M,33,0 days 21:05:57,4.74
346,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,116682,M,37,0 days 23:58:58,4.17
347,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,863316,F,43,1 days 02:45:32,3.737
348,27.-28.03.2021,Blackbeard’s Revenge 100 Km Race (USA),100km,44,863317,F,33,1 days 03:19:49,3.659
349,27.-28.03.2021,New Jersey Ultra Festival 100 km Race (USA),100km,10,240249,M,41,0 days 17:23:06,5.752
350,27.-28.03.2021,New Jersey Ultra Festival 100 km Race (USA),100km,10,198299,M,39,0 days 17:23:24,5.75
351,27.-28.03.2021,New Jersey Ultra Festival 100 km Race (USA),100km,10,161,M,40,0 days 18:26:32,5.422
352,27.-28.03.2021,New Jersey Ultra Festival 100 km Race (USA),100km,10,34992,M,40,0 days 18:52:16,5.299
353,27.-28.03.2021,New Jersey Ultra Festival 100 km Race (USA),100km,10,164,M,59,0 days 19:01:37,5.256
354,27.-28.03.2021,New Jersey Ultra Festival 100 km Race (USA),100km,10,57193,F,49,0 days 19:16:39,5.187
355,27.-28.03.2021,New Jersey Ultra Festival 100 km Race (USA),100km,10,34962,M,54,0 days 20:42:36,4.829
356,27.-28.03.2021,New Jersey Ultra Festival 100 km Race (USA),100km,10,207540,M,60,0 days 21:49:29,4.582
357,27.-28.03.2021,New Jersey Ultra Festival 100 km Race (USA),100km,10,78208,M,56,0 days 22:17:50,4.485
358,27.-28.03.2021,New Jersey Ultra Festival 100 km Race (USA),100km,10,638173,M,40,0 days 23:44:54,4.211
359,20.03.2021,Mission 100km Race (USA),100km,11,150077,M,57,0 days 11:26:31,8.74
360,20.03.2021,Mission 100km Race (USA),100km,11,813747,M,47,0 days 12:21:47,8.089
361,20.03.2021,Mission 100km Race (USA),100km,11,122864,M,42,0 days 13:49:18,7.235
362,20.03.2021,Mission 100km Race (USA),100km,11,67745,M,40,0 days 13:51:32,7.216
363,20.03.2021,Mission 100km Race (USA),100km,11,755938,M,50,0 days 14:30:04,6.896
364,20.03.2021,Mission 100km Race (USA),100km,11,65386,M,51,0 days 15:07:12,6.614
365,20.03.2021,Mission 100km Race (USA),100km,11,864123,M,51,0 days 15:49:24,6.32
366,20.03.2021,Mission 100km Race (USA),100km,11,813759,M,54,0 days 16:03:04,6.23
367,20.03.2021,Mission 100km Race (USA),100km,11,19071,M,46,0 days 17:36:20,5.68
368,20.03.2021,Mission 100km Race (USA),100km,11,67778,M,58,0 days 19:22:49,5.16
369,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,20542,M,39,0 days 07:47:19,12.839
370,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,584491,M,36,0 days 07:51:57,12.713
371,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,864284,M,26,0 days 08:07:13,12.315
372,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,386244,M,34,0 days 08:54:48,11.219
373,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,651136,M,31,0 days 09:05:06,11.007
374,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,341675,F,38,0 days 09:08:18,10.943
375,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,68764,M,31,0 days 09:22:28,10.667
376,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,305087,F,27,0 days 09:41:13,10.323
377,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,47557,M,31,0 days 09:57:35,10.04
378,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,687887,M,44,0 days 10:13:45,9.776
379,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,845587,F,55,0 days 10:48:10,9.257
380,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,849025,M,43,0 days 11:02:15,9.06
381,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,55139,M,39,0 days 11:34:06,8.644
382,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,157945,F,43,0 days 11:48:25,8.47
383,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,53430,M,41,0 days 12:29:04,8.01
384,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,322422,M,47,0 days 12:40:58,7.885
385,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,39609,M,41,0 days 13:14:35,7.551
386,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,157549,M,57,0 days 13:30:34,7.402
387,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,146121,M,40,0 days 13:46:34,7.259
388,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,810311,M,36,0 days 14:15:33,7.013
389,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,46100,M,31,0 days 14:52:35,6.722
390,13.-14.03.2021,Tuffman Stadium Run Chandigarh - 100km (IND),100km,37,687896,M,38,0 days 14:59:15,6.672
391,13.-14.03.2021,Homer Epic 100k Race (USA),100km,5,474242,M,36,0 days 13:42:40,7.293
392,13.-14.03.2021,Homer Epic 100k Race (USA),100km,5,841475,M,51,0 days 17:45:00,5.634
393,13.-14.03.2021,Homer Epic 100k Race (USA),100km,5,841474,F,40,0 days 17:57:00,5.571
394,13.-14.03.2021,Homer Epic 100k Race (USA),100km,5,827933,M,47,0 days 20:02:20,4.99
395,13.-14.03.2021,Homer Epic 100k Race (USA),100km,5,802480,M,32,0 days 22:26:40,4.455
396,12.-14.03.2021,J&J Race and Trail Running Reunion 100 Km (USA),100km,9,179939,M,52,0 days 12:40:54,7.885
397,12.-14.03.2021,J&J Race and Trail Running Reunion 100 Km (USA),100km,9,51864,M,42,0 days 12:57:37,7.716
398,12.-14.03.2021,J&J Race and Trail Running Reunion 100 Km (USA),100km,9,865367,M,25,0 days 15:52:42,6.298
399,12.-14.03.2021,J&J Race and Trail Running Reunion 100 Km (USA),100km,9,52102,M,47,0 days 15:56:38,6.272
400,12.-14.03.2021,J&J Race and Trail Running Reunion 100 Km (USA),100km,9,741233,M,46,0 days 18:26:44,5.421
401,12.-14.03.2021,J&J Race and Trail Running Reunion 100 Km (USA),100km,9,35779,M,36,0 days 18:36:02,5.376
402,12.-14.03.2021,J&J Race and Trail Running Reunion 100 Km (USA),100km,9,646809,M,52,0 days 19:58:39,5.006
403,12.-14.03.2021,J&J Race and Trail Running Reunion 100 Km (USA),100km,9,345895,F,45,1 days 03:38:57,3.617
404,12.-14.03.2021,J&J Race and Trail Running Reunion 100 Km (USA),100km,9,23347,M,45,1 days 13:28:47,2.668
405,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,23325,M,41,0 days 10:56:33,9.139
406,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,52096,M,41,0 days 11:31:15,8.68
407,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,616052,M,27,0 days 12:02:00,8.31
408,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,379217,M,31,0 days 12:19:59,8.108
409,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,843049,M,22,0 days 13:49:08,7.236
410,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,12758,M,50,0 days 14:25:20,6.934
411,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,68029,M,48,0 days 14:28:26,6.909
412,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,865915,M,24,0 days 14:49:22,6.746
413,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,132451,M,39,0 days 15:25:19,6.484
414,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,865916,M,50,0 days 15:47:06,6.335
415,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,23346,F,39,0 days 17:01:45,5.872
416,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,360720,M,50,0 days 17:21:06,5.763
417,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,812084,M,46,0 days 17:31:23,5.707
418,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,865917,M,40,0 days 18:44:36,5.335
419,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,533167,M,47,0 days 18:44:37,5.335
420,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,341057,F,53,0 days 18:59:09,5.267
421,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,333200,M,35,0 days 19:03:51,5.245
422,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,47998,M,37,0 days 19:09:53,5.218
423,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,751834,M,33,0 days 19:23:38,5.156
424,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,23339,M,68,0 days 19:24:40,5.152
425,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,49200,F,56,0 days 19:34:53,5.107
426,06.03.2021,Sasquatch Shuffle TX 100km Race (USA),100km,22,128206,F,44,0 days 19:51:29,5.036
427,06.-07.03.2021,Elder Creek Trail Runs 100 km Race (USA),100km,10,681035,M,38,0 days 12:09:05,8.23
428,06.-07.03.2021,Elder Creek Trail Runs 100 km Race (USA),100km,10,844683,F,38,0 days 12:29:16,8.008
429,06.-07.03.2021,Elder Creek Trail Runs 100 km Race (USA),100km,10,33372,M,50,0 days 13:21:58,7.482
430,06.-07.03.2021,Elder Creek Trail Runs 100 km Race (USA),100km,10,298597,M,33,0 days 14:25:40,6.931
431,06.-07.03.2021,Elder Creek Trail Runs 100 km Race (USA),100km,10,393338,F,43,0 days 14:35:28,6.853
432,06.-07.03.2021,Elder Creek Trail Runs 100 km Race (USA),100km,10,34838,M,48,0 days 14:55:41,6.699
433,06.-07.03.2021,Elder Creek Trail Runs 100 km Race (USA),100km,10,467956,M,36,0 days 16:06:05,6.211
434,06.-07.03.2021,Elder Creek Trail Runs 100 km Race (USA),100km,10,34861,M,54,0 days 16:07:02,6.205
435,06.-07.03.2021,Elder Creek Trail Runs 100 km Race (USA),100km,10,865939,M,37,0 days 17:21:03,5.763
436,06.-07.03.2021,Elder Creek Trail Runs 100 km Race (USA),100km,10,27921,M,45,0 days 18:00:12,5.555
437,27.-28.02.2021,Red Dirt Ultra 100 Km (USA),100km,10,825581,M,26,0 days 12:36:19,7.933
438,27.-28.02.2021,Red Dirt Ultra 100 Km (USA),100km,10,76235,F,36,0 days 12:39:13,7.903
439,27.-28.02.2021,Red Dirt Ultra 100 Km (USA),100km,10,825565,M,35,0 days 15:25:07,6.486
440,27.-28.02.2021,Red Dirt Ultra 100 Km (USA),100km,10,825571,M,33,0 days 15:25:13,6.485
441,27.-28.02.2021,Red Dirt Ultra 100 Km (USA),100km,10,16840,M,37,0 days 15:46:11,6.341
442,27.-28.02.2021,Red Dirt Ultra 100 Km (USA),100km,10,53933,F,48,0 days 16:41:48,5.989
443,27.-28.02.2021,Red Dirt Ultra 100 Km (USA),100km,10,825570,M,53,0 days 16:41:49,5.989
444,27.-28.02.2021,Red Dirt Ultra 100 Km (USA),100km,10,141038,M,50,0 days 19:54:12,5.024
445,27.-28.02.2021,Red Dirt Ultra 100 Km (USA),100km,10,55686,M,52,1 days 00:56:44,4.009
446,27.-28.02.2021,Red Dirt Ultra 100 Km (USA),100km,10,35573,F,51,1 days 04:17:14,3.535
447,27.02.2021,Swamp 100 km Trail Race (USA),100km,7,656270,F,28,0 days 13:39:41,7.32
448,27.02.2021,Swamp 100 km Trail Race (USA),100km,7,844864,M,42,0 days 14:17:15,6.999
449,27.02.2021,Swamp 100 km Trail Race (USA),100km,7,34970,F,39,0 days 14:30:15,6.895
450,27.02.2021,Swamp 100 km Trail Race (USA),100km,7,866327,M,42,0 days 14:36:49,6.843
451,27.02.2021,Swamp 100 km Trail Race (USA),100km,7,845471,M,40,0 days 14:47:53,6.758
452,27.02.2021,Swamp 100 km Trail Race (USA),100km,7,69532,M,57,0 days 16:44:36,5.973
453,27.02.2021,Swamp 100 km Trail Race (USA),100km,7,738447,M,36,0 days 17:00:18,5.881
454,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,866376,M,24,0 days 08:12:15,12.189
455,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,19200,M,37,0 days 09:04:00,11.029
456,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,46953,M,37,0 days 10:20:36,9.668
457,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,33928,M,58,0 days 10:38:36,9.396
458,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,34951,M,56,0 days 11:10:38,8.947
459,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,148780,F,47,0 days 11:10:44,8.945
460,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,19197,M,34,0 days 11:28:05,8.72
461,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,109088,M,33,0 days 11:38:52,8.585
462,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,702410,M,37,0 days 11:48:04,8.474
463,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,866377,M,31,0 days 12:06:00,8.264
464,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,66387,M,45,0 days 12:10:00,8.219
465,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,216516,M,44,0 days 12:19:04,8.118
466,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,866378,M,43,0 days 12:28:08,8.02
467,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,55678,M,49,0 days 12:52:56,7.763
468,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,311385,M,32,0 days 12:57:44,7.715
469,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,653588,M,38,0 days 13:26:00,7.444
470,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,65413,F,47,0 days 13:30:27,7.403
471,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,735297,F,40,0 days 13:49:23,7.234
472,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,864074,F,30,0 days 13:50:15,7.227
473,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,109048,M,49,0 days 13:51:40,7.214
474,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,821113,M,37,0 days 13:56:52,7.17
475,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,326877,M,56,0 days 14:20:13,6.975
476,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,229498,M,37,0 days 16:12:34,6.169
477,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,825321,M,54,0 days 16:34:15,6.035
478,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,357871,M,47,0 days 16:59:52,5.883
479,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,84365,M,38,0 days 17:07:28,5.84
480,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,866379,F,49,0 days 17:19:53,5.77
481,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,13441,M,30,0 days 17:20:05,5.769
482,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,25574,M,47,0 days 17:50:10,5.607
483,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,130684,M,64,0 days 18:12:25,5.492
484,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,16798,M,45,0 days 18:24:43,5.431
485,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,752436,M,46,0 days 18:47:51,5.32
486,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,846080,M,52,0 days 18:47:51,5.32
487,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,53898,M,61,0 days 19:00:56,5.259
488,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,109055,M,46,0 days 19:04:19,5.243
489,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,67103,F,51,0 days 20:25:29,4.896
490,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,119488,F,41,0 days 21:05:28,4.741
491,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,1394,M,56,0 days 21:19:53,4.688
492,26.-27.02.2021,Runs LOViT 100 Km (USA),100km,39,109053,M,66,0 days 22:07:42,4.519
